tid,attribute,correct_val
45,HospitalName,MARSHALL MEDICAL CENTER SOUTH
45,Condition,Heart Attack
46,HospitalName,MARSHALL MEDICAL CENTER SOUTH
46,Condition,Heart Attack
47,HospitalName,MARSHALL MEDICAL CENTER SOUTH
47,Condition,Heart Attack
48,HospitalName,MARSHALL MEDICAL CENTER SOUTH
48,Condition,Heart Attack
49,HospitalName,MARSHALL MEDICAL CENTER SOUTH
49,Condition,Heart Attack
50,HospitalName,MARSHALL MEDICAL CENTER SOUTH
50,Condition,Heart Attack
51,HospitalName,MARSHALL MEDICAL CENTER SOUTH
51,Condition,Heart Failure
52,HospitalName,MARSHALL MEDICAL CENTER SOUTH
52,Condition,Heart Failure
53,HospitalName,MARSHALL MEDICAL CENTER SOUTH
53,Condition,Heart Failure
54,HospitalName,MARSHALL MEDICAL CENTER SOUTH
54,Condition,Heart Failure
55,HospitalName,MARSHALL MEDICAL CENTER SOUTH
55,Condition,Pneumonia
56,HospitalName,MARSHALL MEDICAL CENTER SOUTH
56,Condition,Pneumonia
57,HospitalName,MARSHALL MEDICAL CENTER SOUTH
57,Condition,Pneumonia
58,HospitalName,MARSHALL MEDICAL CENTER SOUTH
58,Condition,Pneumonia
59,HospitalName,MARSHALL MEDICAL CENTER SOUTH
59,Condition,Pneumonia
60,HospitalName,MARSHALL MEDICAL CENTER SOUTH
60,Condition,Pneumonia
61,HospitalName,MARSHALL MEDICAL CENTER SOUTH
61,Condition,Surgical Infection Prevention
62,HospitalName,MARSHALL MEDICAL CENTER SOUTH
62,Condition,Surgical Infection Prevention
63,HospitalName,MARSHALL MEDICAL CENTER SOUTH
63,Condition,Surgical Infection Prevention
64,HospitalName,MARSHALL MEDICAL CENTER SOUTH
64,Condition,Surgical Infection Prevention
65,HospitalName,MARSHALL MEDICAL CENTER SOUTH
65,Condition,Surgical Infection Prevention
66,HospitalName,MARSHALL MEDICAL CENTER SOUTH
66,Condition,Surgical Infection Prevention
67,HospitalName,MARSHALL MEDICAL CENTER SOUTH
67,Condition,Surgical Infection Prevention
68,HospitalName,MARSHALL MEDICAL CENTER SOUTH
68,Condition,Surgical Infection Prevention
69,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
69,Condition,Heart Attack
70,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
70,Condition,Heart Attack
71,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
71,Condition,Heart Attack
72,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
72,Condition,Heart Attack
73,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
73,Condition,Heart Attack
74,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
74,Condition,Heart Attack
75,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
75,Condition,Heart Attack
76,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
76,Condition,Heart Failure
77,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
77,Condition,Heart Failure
78,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
78,Condition,Heart Failure
79,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
79,Condition,Heart Failure
80,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
80,Condition,Pneumonia
81,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
81,Condition,Pneumonia
82,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
82,Condition,Pneumonia
83,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
83,Condition,Pneumonia
84,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
84,Condition,Pneumonia
85,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
85,Condition,Pneumonia
86,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
86,Condition,Surgical Infection Prevention
87,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
87,Condition,Surgical Infection Prevention
88,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
88,Condition,Surgical Infection Prevention
89,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
89,Condition,Surgical Infection Prevention
90,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
90,Condition,Surgical Infection Prevention
91,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
91,Condition,Surgical Infection Prevention
92,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
92,Condition,Surgical Infection Prevention
93,HospitalName,ELIZA COFFEE MEMORIAL HOSPITAL
93,Condition,Surgical Infection Prevention
94,HospitalName,MIZELL MEMORIAL HOSPITAL
94,Condition,Heart Attack
95,HospitalName,MIZELL MEMORIAL HOSPITAL
95,Condition,Heart Attack
96,HospitalName,MIZELL MEMORIAL HOSPITAL
96,Condition,Heart Attack
97,HospitalName,MIZELL MEMORIAL HOSPITAL
97,Condition,Heart Attack
98,HospitalName,MIZELL MEMORIAL HOSPITAL
98,Condition,Heart Attack
99,HospitalName,MIZELL MEMORIAL HOSPITAL
99,Condition,Heart Attack
100,HospitalName,MIZELL MEMORIAL HOSPITAL
100,Condition,Heart Attack
101,HospitalName,MIZELL MEMORIAL HOSPITAL
101,Condition,Heart Failure
102,HospitalName,MIZELL MEMORIAL HOSPITAL
102,Condition,Heart Failure
103,HospitalName,MIZELL MEMORIAL HOSPITAL
103,Condition,Heart Failure
104,HospitalName,MIZELL MEMORIAL HOSPITAL
104,Condition,Heart Failure
105,HospitalName,MIZELL MEMORIAL HOSPITAL
105,Condition,Pneumonia
106,HospitalName,MIZELL MEMORIAL HOSPITAL
106,Condition,Pneumonia
107,HospitalName,MIZELL MEMORIAL HOSPITAL
107,Condition,Pneumonia
108,HospitalName,MIZELL MEMORIAL HOSPITAL
108,Condition,Pneumonia
109,HospitalName,MIZELL MEMORIAL HOSPITAL
109,Condition,Pneumonia
110,HospitalName,MIZELL MEMORIAL HOSPITAL
110,Condition,Pneumonia
111,HospitalName,MIZELL MEMORIAL HOSPITAL
111,Condition,Surgical Infection Prevention
112,HospitalName,MIZELL MEMORIAL HOSPITAL
112,Condition,Surgical Infection Prevention
113,HospitalName,MIZELL MEMORIAL HOSPITAL
113,Condition,Surgical Infection Prevention
114,HospitalName,MIZELL MEMORIAL HOSPITAL
114,Condition,Surgical Infection Prevention
115,HospitalName,MIZELL MEMORIAL HOSPITAL
115,Condition,Surgical Infection Prevention
116,HospitalName,MIZELL MEMORIAL HOSPITAL
116,Condition,Surgical Infection Prevention
117,HospitalName,MIZELL MEMORIAL HOSPITAL
117,Condition,Surgical Infection Prevention
118,HospitalName,MIZELL MEMORIAL HOSPITAL
118,Condition,Surgical Infection Prevention
119,HospitalName,CRENSHAW COMMUNITY HOSPITAL
119,Condition,Heart Attack
120,HospitalName,CRENSHAW COMMUNITY HOSPITAL
120,Condition,Heart Attack
121,HospitalName,CRENSHAW COMMUNITY HOSPITAL
121,Condition,Heart Attack
122,HospitalName,CRENSHAW COMMUNITY HOSPITAL
122,Condition,Heart Attack
123,HospitalName,CRENSHAW COMMUNITY HOSPITAL
123,Condition,Heart Attack
124,HospitalName,CRENSHAW COMMUNITY HOSPITAL
124,Condition,Heart Attack
125,HospitalName,CRENSHAW COMMUNITY HOSPITAL
125,Condition,Heart Attack
126,HospitalName,CRENSHAW COMMUNITY HOSPITAL
126,Condition,Heart Failure
127,HospitalName,CRENSHAW COMMUNITY HOSPITAL
127,Condition,Heart Failure
128,HospitalName,CRENSHAW COMMUNITY HOSPITAL
128,Condition,Heart Failure
129,HospitalName,CRENSHAW COMMUNITY HOSPITAL
129,Condition,Heart Failure
130,HospitalName,CRENSHAW COMMUNITY HOSPITAL
130,Condition,Pneumonia
131,HospitalName,CRENSHAW COMMUNITY HOSPITAL
131,Condition,Pneumonia
132,HospitalName,CRENSHAW COMMUNITY HOSPITAL
132,Condition,Pneumonia
133,HospitalName,CRENSHAW COMMUNITY HOSPITAL
133,Condition,Pneumonia
134,HospitalName,CRENSHAW COMMUNITY HOSPITAL
134,Condition,Pneumonia
135,HospitalName,CRENSHAW COMMUNITY HOSPITAL
135,Condition,Pneumonia
136,HospitalName,CRENSHAW COMMUNITY HOSPITAL
136,Condition,Surgical Infection Prevention
137,HospitalName,CRENSHAW COMMUNITY HOSPITAL
137,Condition,Surgical Infection Prevention
138,HospitalName,CRENSHAW COMMUNITY HOSPITAL
138,Condition,Surgical Infection Prevention
139,HospitalName,CRENSHAW COMMUNITY HOSPITAL
139,Condition,Surgical Infection Prevention
140,HospitalName,CRENSHAW COMMUNITY HOSPITAL
140,Condition,Surgical Infection Prevention
141,HospitalName,CRENSHAW COMMUNITY HOSPITAL
141,Condition,Surgical Infection Prevention
142,HospitalName,CRENSHAW COMMUNITY HOSPITAL
142,Condition,Surgical Infection Prevention
143,HospitalName,CRENSHAW COMMUNITY HOSPITAL
143,Condition,Surgical Infection Prevention
144,HospitalName,HARTSELLE MEDICAL CENTER
144,Condition,Heart Attack
145,HospitalName,HARTSELLE MEDICAL CENTER
145,Condition,Heart Attack
146,HospitalName,HARTSELLE MEDICAL CENTER
146,Condition,Heart Attack
147,HospitalName,HARTSELLE MEDICAL CENTER
147,Condition,Heart Attack
148,HospitalName,HARTSELLE MEDICAL CENTER
148,Condition,Heart Attack
149,HospitalName,HARTSELLE MEDICAL CENTER
149,Condition,Heart Attack
150,HospitalName,HARTSELLE MEDICAL CENTER
150,Condition,Heart Attack
151,HospitalName,HARTSELLE MEDICAL CENTER
151,Condition,Heart Failure
152,HospitalName,HARTSELLE MEDICAL CENTER
152,Condition,Heart Failure
153,HospitalName,HARTSELLE MEDICAL CENTER
153,Condition,Heart Failure
154,HospitalName,HARTSELLE MEDICAL CENTER
154,Condition,Heart Failure
155,HospitalName,HARTSELLE MEDICAL CENTER
155,Condition,Pneumonia
156,HospitalName,HARTSELLE MEDICAL CENTER
156,Condition,Pneumonia
157,HospitalName,HARTSELLE MEDICAL CENTER
157,Condition,Pneumonia
158,HospitalName,HARTSELLE MEDICAL CENTER
158,Condition,Pneumonia
159,HospitalName,HARTSELLE MEDICAL CENTER
159,Condition,Pneumonia
160,HospitalName,HARTSELLE MEDICAL CENTER
160,Condition,Pneumonia
161,HospitalName,HARTSELLE MEDICAL CENTER
161,Condition,Surgical Infection Prevention
162,HospitalName,HARTSELLE MEDICAL CENTER
162,Condition,Surgical Infection Prevention
163,HospitalName,HARTSELLE MEDICAL CENTER
163,Condition,Surgical Infection Prevention
164,HospitalName,HARTSELLE MEDICAL CENTER
164,Condition,Surgical Infection Prevention
165,HospitalName,HARTSELLE MEDICAL CENTER
165,Condition,Surgical Infection Prevention
166,HospitalName,HARTSELLE MEDICAL CENTER
166,Condition,Surgical Infection Prevention
167,HospitalName,HARTSELLE MEDICAL CENTER
167,Condition,Surgical Infection Prevention
168,HospitalName,HARTSELLE MEDICAL CENTER
168,Condition,Surgical Infection Prevention
169,HospitalName,MARSHALL MEDICAL CENTER NORTH
169,Condition,Heart Attack
170,HospitalName,MARSHALL MEDICAL CENTER NORTH
170,Condition,Heart Attack
171,HospitalName,MARSHALL MEDICAL CENTER NORTH
171,Condition,Heart Attack
172,HospitalName,MARSHALL MEDICAL CENTER NORTH
172,Condition,Heart Attack
173,HospitalName,MARSHALL MEDICAL CENTER NORTH
173,Condition,Heart Attack
174,HospitalName,MARSHALL MEDICAL CENTER NORTH
174,Condition,Heart Attack
175,HospitalName,MARSHALL MEDICAL CENTER NORTH
175,Condition,Heart Attack
176,HospitalName,MARSHALL MEDICAL CENTER NORTH
176,Condition,Heart Failure
177,HospitalName,MARSHALL MEDICAL CENTER NORTH
177,Condition,Heart Failure
178,HospitalName,MARSHALL MEDICAL CENTER NORTH
178,Condition,Heart Failure
179,HospitalName,MARSHALL MEDICAL CENTER NORTH
179,Condition,Heart Failure
180,HospitalName,MARSHALL MEDICAL CENTER NORTH
180,Condition,Pneumonia
181,HospitalName,MARSHALL MEDICAL CENTER NORTH
181,Condition,Pneumonia
182,HospitalName,MARSHALL MEDICAL CENTER NORTH
182,Condition,Pneumonia
183,HospitalName,MARSHALL MEDICAL CENTER NORTH
183,Condition,Pneumonia
184,HospitalName,MARSHALL MEDICAL CENTER NORTH
184,Condition,Pneumonia
185,HospitalName,MARSHALL MEDICAL CENTER NORTH
185,Condition,Pneumonia
186,HospitalName,MARSHALL MEDICAL CENTER NORTH
186,Condition,Surgical Infection Prevention
187,HospitalName,MARSHALL MEDICAL CENTER NORTH
187,Condition,Surgical Infection Prevention
188,HospitalName,MARSHALL MEDICAL CENTER NORTH
188,Condition,Surgical Infection Prevention
189,HospitalName,MARSHALL MEDICAL CENTER NORTH
189,Condition,Surgical Infection Prevention
190,HospitalName,MARSHALL MEDICAL CENTER NORTH
190,Condition,Surgical Infection Prevention
191,HospitalName,MARSHALL MEDICAL CENTER NORTH
191,Condition,Surgical Infection Prevention
192,HospitalName,MARSHALL MEDICAL CENTER NORTH
192,Condition,Surgical Infection Prevention
193,HospitalName,MARSHALL MEDICAL CENTER NORTH
193,Condition,Surgical Infection Prevention
194,HospitalName,ST VINCENT'S EAST
194,Condition,Heart Attack
195,HospitalName,ST VINCENT'S EAST
195,Condition,Heart Attack
196,HospitalName,ST VINCENT'S EAST
196,Condition,Heart Attack
197,HospitalName,ST VINCENT'S EAST
197,Condition,Heart Attack
198,HospitalName,ST VINCENT'S EAST
198,Condition,Heart Attack
199,HospitalName,ST VINCENT'S EAST
199,Condition,Heart Attack
200,HospitalName,ST VINCENT'S EAST
200,Condition,Heart Attack
201,HospitalName,ST VINCENT'S EAST
201,Condition,Heart Failure
202,HospitalName,ST VINCENT'S EAST
202,Condition,Heart Failure
203,HospitalName,ST VINCENT'S EAST
203,Condition,Heart Failure
204,HospitalName,ST VINCENT'S EAST
204,Condition,Heart Failure
205,HospitalName,ST VINCENT'S EAST
205,Condition,Pneumonia
206,HospitalName,ST VINCENT'S EAST
206,Condition,Pneumonia
207,HospitalName,ST VINCENT'S EAST
207,Condition,Pneumonia
208,HospitalName,ST VINCENT'S EAST
208,Condition,Pneumonia
209,HospitalName,ST VINCENT'S EAST
209,Condition,Pneumonia
210,HospitalName,ST VINCENT'S EAST
210,Condition,Pneumonia
211,HospitalName,ST VINCENT'S EAST
211,Condition,Surgical Infection Prevention
212,HospitalName,ST VINCENT'S EAST
212,Condition,Surgical Infection Prevention
213,HospitalName,ST VINCENT'S EAST
213,Condition,Surgical Infection Prevention
214,HospitalName,ST VINCENT'S EAST
214,Condition,Surgical Infection Prevention
215,HospitalName,ST VINCENT'S EAST
215,Condition,Surgical Infection Prevention
216,HospitalName,ST VINCENT'S EAST
216,Condition,Surgical Infection Prevention
217,HospitalName,ST VINCENT'S EAST
217,Condition,Surgical Infection Prevention
218,HospitalName,ST VINCENT'S EAST
218,Condition,Surgical Infection Prevention
219,HospitalName,DEKALB REGIONAL MEDICAL CENTER
219,Condition,Heart Attack
220,HospitalName,DEKALB REGIONAL MEDICAL CENTER
220,Condition,Heart Attack
221,HospitalName,DEKALB REGIONAL MEDICAL CENTER
221,Condition,Heart Attack
222,HospitalName,DEKALB REGIONAL MEDICAL CENTER
222,Condition,Heart Attack
223,HospitalName,DEKALB REGIONAL MEDICAL CENTER
223,Condition,Heart Attack
224,HospitalName,DEKALB REGIONAL MEDICAL CENTER
224,Condition,Heart Attack
225,HospitalName,DEKALB REGIONAL MEDICAL CENTER
225,Condition,Heart Attack
226,HospitalName,DEKALB REGIONAL MEDICAL CENTER
226,Condition,Heart Failure
227,HospitalName,DEKALB REGIONAL MEDICAL CENTER
227,Condition,Heart Failure
228,HospitalName,DEKALB REGIONAL MEDICAL CENTER
228,Condition,Heart Failure
229,HospitalName,DEKALB REGIONAL MEDICAL CENTER
229,Condition,Heart Failure
230,HospitalName,DEKALB REGIONAL MEDICAL CENTER
230,Condition,Pneumonia
231,HospitalName,DEKALB REGIONAL MEDICAL CENTER
231,Condition,Pneumonia
232,HospitalName,DEKALB REGIONAL MEDICAL CENTER
232,Condition,Pneumonia
233,HospitalName,DEKALB REGIONAL MEDICAL CENTER
233,Condition,Pneumonia
234,HospitalName,DEKALB REGIONAL MEDICAL CENTER
234,Condition,Pneumonia
235,HospitalName,DEKALB REGIONAL MEDICAL CENTER
235,Condition,Pneumonia
236,HospitalName,DEKALB REGIONAL MEDICAL CENTER
236,Condition,Surgical Infection Prevention
237,HospitalName,DEKALB REGIONAL MEDICAL CENTER
237,Condition,Surgical Infection Prevention
238,HospitalName,DEKALB REGIONAL MEDICAL CENTER
238,Condition,Surgical Infection Prevention
239,HospitalName,DEKALB REGIONAL MEDICAL CENTER
239,Condition,Surgical Infection Prevention
240,HospitalName,DEKALB REGIONAL MEDICAL CENTER
240,Condition,Surgical Infection Prevention
241,HospitalName,DEKALB REGIONAL MEDICAL CENTER
241,Condition,Surgical Infection Prevention
242,HospitalName,DEKALB REGIONAL MEDICAL CENTER
242,Condition,Surgical Infection Prevention
243,HospitalName,DEKALB REGIONAL MEDICAL CENTER
243,Condition,Surgical Infection Prevention
244,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
244,Condition,Heart Attack
245,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
245,Condition,Heart Attack
246,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
246,Condition,Heart Attack
247,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
247,Condition,Heart Attack
248,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
248,Condition,Heart Attack
249,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
249,Condition,Heart Attack
250,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
250,Condition,Heart Attack
251,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
251,Condition,Heart Failure
252,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
252,Condition,Heart Failure
253,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
253,Condition,Heart Failure
254,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
254,Condition,Heart Failure
255,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
255,Condition,Pneumonia
256,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
256,Condition,Pneumonia
257,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
257,Condition,Pneumonia
258,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
258,Condition,Pneumonia
259,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
259,Condition,Pneumonia
260,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
260,Condition,Pneumonia
261,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
261,Condition,Surgical Infection Prevention
262,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
262,Condition,Surgical Infection Prevention
263,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
263,Condition,Surgical Infection Prevention
264,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
264,Condition,Surgical Infection Prevention
265,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
265,Condition,Surgical Infection Prevention
266,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
266,Condition,Surgical Infection Prevention
267,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
267,Condition,Surgical Infection Prevention
268,HospitalName,SOUTHWEST ALABAMA MEDICAL CENTER
268,Condition,Surgical Infection Prevention
269,HospitalName,SHELBY BAPTIST MEDICAL CENTER
269,Condition,Heart Attack
270,HospitalName,SHELBY BAPTIST MEDICAL CENTER
270,Condition,Heart Attack
271,HospitalName,SHELBY BAPTIST MEDICAL CENTER
271,Condition,Heart Attack
272,HospitalName,SHELBY BAPTIST MEDICAL CENTER
272,Condition,Heart Attack
273,HospitalName,SHELBY BAPTIST MEDICAL CENTER
273,Condition,Heart Attack
274,HospitalName,SHELBY BAPTIST MEDICAL CENTER
274,Condition,Heart Attack
275,HospitalName,SHELBY BAPTIST MEDICAL CENTER
275,Condition,Heart Attack
276,HospitalName,SHELBY BAPTIST MEDICAL CENTER
276,Condition,Heart Failure
277,HospitalName,SHELBY BAPTIST MEDICAL CENTER
277,Condition,Heart Failure
278,HospitalName,SHELBY BAPTIST MEDICAL CENTER
278,Condition,Heart Failure
279,HospitalName,SHELBY BAPTIST MEDICAL CENTER
279,Condition,Heart Failure
280,HospitalName,SHELBY BAPTIST MEDICAL CENTER
280,Condition,Pneumonia
281,HospitalName,SHELBY BAPTIST MEDICAL CENTER
281,Condition,Pneumonia
282,HospitalName,SHELBY BAPTIST MEDICAL CENTER
282,Condition,Pneumonia
283,HospitalName,SHELBY BAPTIST MEDICAL CENTER
283,Condition,Pneumonia
284,HospitalName,SHELBY BAPTIST MEDICAL CENTER
284,Condition,Pneumonia
285,HospitalName,SHELBY BAPTIST MEDICAL CENTER
285,Condition,Pneumonia
286,HospitalName,SHELBY BAPTIST MEDICAL CENTER
286,Condition,Surgical Infection Prevention
287,HospitalName,SHELBY BAPTIST MEDICAL CENTER
287,Condition,Surgical Infection Prevention
288,HospitalName,SHELBY BAPTIST MEDICAL CENTER
288,Condition,Surgical Infection Prevention
289,HospitalName,SHELBY BAPTIST MEDICAL CENTER
289,Condition,Surgical Infection Prevention
290,HospitalName,SHELBY BAPTIST MEDICAL CENTER
290,Condition,Surgical Infection Prevention
291,HospitalName,SHELBY BAPTIST MEDICAL CENTER
291,Condition,Surgical Infection Prevention
292,HospitalName,SHELBY BAPTIST MEDICAL CENTER
292,Condition,Surgical Infection Prevention
293,HospitalName,SHELBY BAPTIST MEDICAL CENTER
293,Condition,Surgical Infection Prevention
294,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
294,Condition,Heart Attack
295,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
295,Condition,Heart Attack
296,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
296,Condition,Heart Attack
297,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
297,Condition,Heart Attack
298,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
298,Condition,Heart Attack
299,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
299,Condition,Heart Attack
300,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
300,Condition,Heart Attack
301,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
301,Condition,Heart Failure
302,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
302,Condition,Heart Failure
303,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
303,Condition,Heart Failure
304,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
304,Condition,Heart Failure
305,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
305,Condition,Pneumonia
306,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
306,Condition,Pneumonia
307,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
307,Condition,Pneumonia
308,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
308,Condition,Pneumonia
309,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
309,Condition,Pneumonia
310,HospitalName,CALLAHAN EYE FOUNDATION HOSPITAL
310,Condition,Pneumonia
311,HospitalName,STRINGFELLOW MEMORIAL HOSPITAL
311,Condition,Children&#8217;s Asthma Care
312,HospitalName,STRINGFELLOW MEMORIAL HOSPITAL
312,Condition,Children&#8217;s Asthma Care
313,HospitalName,STRINGFELLOW MEMORIAL HOSPITAL
313,Condition,Heart Attack
314,HospitalName,STRINGFELLOW MEMORIAL HOSPITAL
314,Condition,Heart Attack
