tid,attribute,correct_val
81,oid,82
81,name,PJECTOMHBYE
81,dept,DD19430
81,salary,1244
81,manager,HXJLMPNWWHM
82,oid,83
82,name,KBLVUGZAADE
82,dept,DD78048
82,salary,4786
82,manager,ISWBDOWEMBM
83,oid,84
83,name,GLFHTIVEOZE
83,dept,DD18498
83,salary,1162
83,manager,ESIPBDQRGYM
84,oid,85
84,name,EYUSXCQZRKE
84,dept,DD07753
84,salary,1420
84,manager,NWNSALIYVAM
85,oid,86
85,name,DNTHVLTZGJE
85,dept,DD99110
85,salary,1444
85,manager,XOVDJIMQLZM
86,oid,87
86,name,GLFHTIVEOZE
86,dept,DD18498
86,salary,4019
86,manager,ESIPBDQRGYM
87,oid,88
87,name,QVRDMXAFVGE
87,dept,DD61445
87,salary,1862
87,manager,QHEOCNZBLGM
88,oid,89
88,name,QFMXDUCJZEE
88,dept,DD86480
88,salary,4117
88,manager,WPMGBJWPTVM
89,oid,90
89,name,JFRQKMAGQVE
89,dept,DD95825
89,salary,3157
89,manager,WEHRPRABIZM
90,oid,91
90,name,PCPVOXHVSAE
90,dept,DD34750
90,salary,1728
90,manager,UBUANRRIDSM
91,oid,92
91,name,OWVKZCXZQLE
91,dept,DD70473
91,salary,2202
91,manager,BITZUPQCHSM
92,oid,93
92,name,ZHGTYLOZNEE
92,dept,DD59639
92,salary,1079
92,manager,CAQQRATKZEM
93,oid,94
93,name,MQYCFOJZROE
93,dept,DD32398
93,salary,1817
93,manager,OJGBFDIAYXM
94,oid,95
94,name,FJTPFRNDHME
94,dept,DD80540
94,salary,4281
94,manager,QEMZDZCDXGM
95,oid,96
95,name,DAFWACHPKFE
95,dept,DD65829
95,salary,2798
95,manager,NHPRQSZKTYM
96,oid,97
96,name,YYZIGFHKABE
96,dept,DD76900
96,salary,4108
96,manager,JFYQTAPBDPM
97,oid,98
97,name,QZYNQHZACZE
97,dept,DD83996
97,salary,2414
97,manager,IDAHFMTFBNM
98,oid,99
98,name,ZEAJXTUDXSE
98,dept,DD56908
98,salary,3429
98,manager,NGRZZJGSPXM
99,oid,100
99,name,HJIMMUYCKNE
99,dept,DD27795
99,salary,3688
99,manager,JHNZRHTXLQM
100,oid,101
100,name,GJHAMQGYNAE
100,dept,DD20939
100,salary,1967
100,manager,FZTFLBCNZGM
101,oid,102
101,name,BZRLZPDQKBE
101,dept,DD81903
101,salary,1407
101,manager,SLWJCGKVXLM
102,oid,103
102,name,ZYMOIGWIIOE
102,dept,DD04084
102,salary,4367
102,manager,BFVORJBMSXM
103,oid,104
103,name,GMICIRFLUGE
103,dept,DD23929
103,salary,3609
103,manager,OIPUOQRVZQM
104,oid,105
104,name,ZGGZKOMTKFE
104,dept,DD91113
104,salary,1136
104,manager,GDOEJWKVJTM
105,oid,106
105,name,LNOCYTQSRYE
105,dept,DD15623
105,salary,1701
105,manager,PGVAQGRAVLM
106,oid,107
106,name,VIDYXGAGZHE
106,dept,DD36321
106,salary,4872
106,manager,UJSNCAQLPXM
107,oid,108
107,name,HXXMNOJQJLE
107,dept,DD82515
107,salary,3782
107,manager,ZITKUHEZNLM
108,oid,109
108,name,GFMTGBULBME
108,dept,DD03442
108,salary,4365
108,manager,BFVORJBMSXM
109,oid,110
109,name,IXUGYLTRQIE
109,dept,DD97932
109,salary,4603
109,manager,GABKKCQKSHM
110,oid,111
110,name,JGTWHDSDHEE
110,dept,DD11500
110,salary,2645
110,manager,SZYKZZWOUEM
111,oid,112
111,name,HKPGWTLAHFE
111,dept,DD96929
111,salary,1646
111,manager,BCOUHNPMOZM
112,oid,113
112,name,JMCWWVFXVTE
112,dept,DD93801
112,salary,1751
112,manager,EETBNZSUKAM
113,oid,114
113,name,QNHROKOEUFE
113,dept,DD54143
113,salary,1375
113,manager,GKGPEMMGAIM
114,oid,115
114,name,DNTHVLTZGJE
114,dept,DD99110
114,salary,1000
114,manager,XOVDJIMQLZM
115,oid,116
115,name,BXQDPYARFEE
115,dept,DD23955
115,salary,4910
115,manager,TLVCKEDISYM
116,oid,117
116,name,SYAAWWBWGAE
116,dept,DD03669
116,salary,1730
116,manager,OAQRDRRMRCM
117,oid,118
117,name,PJECTOMHBYE
117,dept,DD19430
117,salary,4231
117,manager,HXJLMPNWWHM
118,oid,119
118,name,JAYTBMXTBLE
118,dept,DD95406
118,salary,1090
118,manager,DWAMEMUNWQM
119,oid,120
119,name,DPGGLPCTOOE
119,dept,DD72896
119,salary,3282
119,manager,RIASRABRRZM
120,oid,121
120,name,HZKJHLADVRE
120,dept,DD38218
120,salary,2054
120,manager,KZUQQZTVMOM
121,oid,122
121,name,ANUUOHTYVXE
121,dept,DD93635
121,salary,2602
121,manager,CCFWTHBBIOM
122,oid,123
122,name,WWALMNTNXUE
122,dept,DD67690
122,salary,3774
122,manager,GBFIUZLYEVM
123,oid,124
123,name,ZGGZKOMTKFE
123,dept,DD91113
123,salary,2533
123,manager,GDOEJWKVJTM
124,oid,125
124,name,MBCQECBTAZE
124,dept,DD27880
124,salary,3921
124,manager,IYHLXLNAHIM
125,oid,126
125,name,GDRRFEQKQZE
125,dept,DD23294
125,salary,4971
125,manager,ZKUTZKTSDEM
126,oid,127
126,name,TMDXWSCUHSE
126,dept,DD31050
126,salary,4124
126,manager,NWNSALIYVAM
127,oid,128
127,name,JRXRAQEXPEE
127,dept,DD13746
127,salary,1703
127,manager,ISWBDOWEMBM
128,oid,129
128,name,JAYTBMXTBLE
128,dept,DD95406
128,salary,1810
128,manager,DWAMEMUNWQM
129,oid,130
129,name,LSIKJLLUSQE
129,dept,DD09539
129,salary,3111
129,manager,OQAUQVQHOIM
130,oid,131
130,name,FJTPFRNDHME
130,dept,DD80540
130,salary,3110
130,manager,QEMZDZCDXGM
131,oid,132
131,name,NXCRKZUHEWE
131,dept,DD87520
131,salary,3448
131,manager,IDAHFMTFBNM
132,oid,133
132,name,VFTVTLGRMBE
132,dept,DD47681
132,salary,3590
132,manager,HXJLMPNWWHM
133,oid,134
133,name,PWYJSNHFCKE
133,dept,DD13247
133,salary,4382
133,manager,VIHUEUGZHWM
134,oid,135
134,name,TLFXXBJXJQE
134,dept,DD56632
134,salary,1739
134,manager,JSLKCXKWRPM
135,oid,136
135,name,JXESBQRJEFE
135,dept,DD45512
135,salary,3434
135,manager,QHEOCNZBLGM
136,oid,137
136,name,NMXVMJUHOYE
136,dept,DD97211
136,salary,1230
136,manager,JZIOKRMBYEM
137,oid,138
137,name,GLFHTIVEOZE
137,dept,DD18498
137,salary,1977
137,manager,ESIPBDQRGYM
138,oid,139
138,name,NPSDFNSGUNE
138,dept,DD36823
138,salary,3849
138,manager,LNMNVSIGHPM
139,oid,140
139,name,XGVWMPWSOAE
139,dept,DD99768
139,salary,3603
139,manager,PJBYLUFOVOM
140,oid,141
140,name,VFTVTLGRMBE
140,dept,DD47681
140,salary,2134
140,manager,HXJLMPNWWHM
141,oid,142
141,name,XSHLWXQUNFE
141,dept,DD87378
141,salary,4518
141,manager,JNPGZFKVCKM
142,oid,143
142,name,NBRCTXMRYOE
142,dept,DD67936
142,salary,3425
142,manager,IYHLXLNAHIM
143,oid,144
143,name,EFCQLBRAYHE
143,dept,DD76343
143,salary,4042
143,manager,UBBJKJHRVWM
144,oid,145
144,name,TUCUCBEZPBE
144,dept,DD34857
144,salary,4129
144,manager,RQFAHXZJPQM
145,oid,146
145,name,FXECWCZJECE
145,dept,DD95028
145,salary,4528
145,manager,MVYRQNUCFKM
146,oid,147
146,name,XNNCQFKVJLE
146,dept,DD98583
146,salary,1852
146,manager,CAQQRATKZEM
147,oid,148
147,name,PMCBEHWLVGE
147,dept,DD99552
147,salary,4071
147,manager,UKYUGHHRHCM
148,oid,149
148,name,UKHTQJBAMJE
148,dept,DD23558
148,salary,2498
148,manager,FXLRYABLPMM
149,oid,150
149,name,HBLTWVBCGME
149,dept,DD48733
149,salary,1737
149,manager,LRFSLITBANM
150,oid,151
150,name,BQIXXVQFQXE
150,dept,DD13134
150,salary,2199
150,manager,XYSCDSLCQMM
151,oid,152
151,name,OXCLNVNELWE
151,dept,DD73832
151,salary,4784
151,manager,XJUEOOMLZNM
152,oid,153
152,name,MTLCZQMGTJE
152,dept,DD88367
152,salary,3874
152,manager,EQTDUOXQFCM
153,oid,154
153,name,SARAJULDOGE
153,dept,DD41377
153,salary,2004
153,manager,JJPCKXVUBMM
154,oid,155
154,name,OMBMRFTJWXE
154,dept,DD89613
154,salary,4951
154,manager,QOGYWIDTXUM
155,oid,156
155,name,PYKQNPQIIZE
155,dept,DD12978
155,salary,3905
155,manager,QHEOCNZBLGM
156,oid,157
156,name,TQWZHOWAINE
156,dept,DD40397
156,salary,3376
156,manager,HTNCCAFJIYM
157,oid,158
157,name,CMFULFQOCOE
157,dept,DD70819
157,salary,1741
157,manager,UKYUGHHRHCM
158,oid,159
158,name,ZHGTYLOZNEE
158,dept,DD59639
158,salary,2615
158,manager,CAQQRATKZEM
159,oid,160
159,name,ZAEPUKPWCWE
159,dept,DD41568
159,salary,1744
159,manager,FDSILEXEAAM
160,oid,161
160,name,VZDMXKDEPXE
160,dept,DD16928
160,salary,3304
160,manager,GBFIUZLYEVM
161,oid,162
161,name,EYNAGOJWZSE
161,dept,DD52506
161,salary,3604
161,manager,XFBLGRKLVHM
162,oid,163
162,name,PRBDJIMZNPE
162,dept,DD79266
162,salary,4379
162,manager,EETBNZSUKAM
163,oid,164
163,name,DXVACPJWLOE
163,dept,DD78019
163,salary,1285
163,manager,UXPXLTTPDOM
164,oid,165
164,name,WJXOXJHSECE
164,dept,DD90730
164,salary,1716
164,manager,SLHRIVLSPXM
165,oid,166
165,name,RMJKGLHIZUE
165,dept,DD51016
165,salary,2364
165,manager,GCQTJEBYFQM
166,oid,167
166,name,EGAYZUBTQCE
166,dept,DD38295
166,salary,2081
166,manager,OAQRDRRMRCM
167,oid,168
167,name,VCKWBAXVMBE
167,dept,DD76566
167,salary,4743
167,manager,TORWKWSGGNM
168,oid,169
168,name,EYISBXTVPTE
168,dept,DD30384
168,salary,3031
168,manager,NSDQWYGOBSM
169,oid,170
169,name,AFVBMKVPVDE
169,dept,DD69952
169,salary,4500
169,manager,QLOCETVTZAM
170,oid,171
170,name,AQYFNEWDHRE
170,dept,DD49180
170,salary,3068
170,manager,GKGPEMMGAIM
171,oid,172
171,name,EYUSXCQZRKE
171,dept,DD07753
171,salary,4636
171,manager,NWNSALIYVAM
172,oid,173
172,name,RIISYISFUOE
172,dept,DD23688
172,salary,1698
172,manager,TJUSAKEVAOM
173,oid,174
173,name,HXXMNOJQJLE
173,dept,DD82515
173,salary,1859
173,manager,ZITKUHEZNLM
174,oid,175
174,name,HZKJHLADVRE
174,dept,DD38218
174,salary,1212
174,manager,KZUQQZTVMOM
175,oid,176
175,name,USRSURUXBHE
175,dept,DD02718
175,salary,4076
175,manager,SZYKZZWOUEM
176,oid,177
176,name,HOADLPIWSVE
176,dept,DD08737
176,salary,4810
176,manager,HTNCCAFJIYM
177,oid,178
177,name,YISLJWZJHDE
177,dept,DD80283
177,salary,3991
177,manager,QPJPZVJNEKM
178,oid,179
178,name,RNNZTGXPLLE
178,dept,DD84820
178,salary,2842
178,manager,MVYRQNUCFKM
179,oid,180
179,name,YTZGJXRETWE
179,dept,DD62717
179,salary,2771
179,manager,EIPHSLZBHZM
180,oid,181
180,name,EZKOQMFSIOE
180,dept,DD53413
180,salary,4925
180,manager,BNRHULVDSJM
181,oid,182
181,name,XHMOMBLZUHE
181,dept,DD68199
181,salary,2800
181,manager,ULOORZCXOTM
182,oid,183
182,name,GQDEHWYHFVE
182,dept,DD56077
182,salary,2715
182,manager,JFYQTAPBDPM
183,oid,184
183,name,FCHWGILOKJE
183,dept,DD76748
183,salary,3467
183,manager,VWUNMQIGINM
184,oid,185
184,name,FEVTJRSXUQE
184,dept,DD58728
184,salary,4539
184,manager,QQWPYQNAOWM
185,oid,186
185,name,WDKXNVBRMRE
185,dept,DD15222
185,salary,3654
185,manager,LANSSRWCWFM
186,oid,187
186,name,KQIVNEPLZIE
186,dept,DD82502
186,salary,2303
186,manager,HDHNBQQJMFM
187,oid,188
187,name,JOJKHJFDJHE
187,dept,DD86012
187,salary,3988
187,manager,KHOZWAUHBRM
188,oid,189
188,name,SGEAQELIBRE
188,dept,DD60813
188,salary,3543
188,manager,TGKESFWGHIM
189,oid,190
189,name,SEHFHPGQTCE
189,dept,DD72953
189,salary,2773
189,manager,FOFVQAWXUYM
190,oid,191
190,name,PNIXUEFJJGE
190,dept,DD21202
190,salary,3027
190,manager,JWKXQNUQKWM
191,oid,192
191,name,WXSYOABIWJE
191,dept,DD10829
191,salary,1222
191,manager,HJVTIAFWGHM
192,oid,193
192,name,RJEBOFNFBDE
192,dept,DD93834
192,salary,1857
192,manager,QQWPYQNAOWM
193,oid,194
193,name,YQQLEJUIEBE
193,dept,DD61830
193,salary,4770
193,manager,LNMNVSIGHPM
194,oid,195
194,name,QJHKEOQLMWE
194,dept,DD40128
194,salary,2042
194,manager,QBNIIFFFDSM
195,oid,196
195,name,EGAYZUBTQCE
195,dept,DD38295
195,salary,1560
195,manager,OAQRDRRMRCM
196,oid,197
196,name,LZLDRWOKFSE
196,dept,DD13760
196,salary,1667
196,manager,XYICSTSFKNM
197,oid,198
197,name,EABCDVDCPXE
197,dept,DD08704
197,salary,3668
197,manager,OGRZASKWKZM
198,oid,199
198,name,ZYMOIGWIIOE
198,dept,DD04084
198,salary,2712
198,manager,BFVORJBMSXM
199,oid,200
199,name,EVOMNIBLGDE
199,dept,DD51988
199,salary,1754
199,manager,JSLKCXKWRPM
200,oid,201
200,name,NJWQUQMOOOE
200,dept,DD03526
200,salary,1774
200,manager,MRRILYZHVIM
201,oid,202
201,name,SUAZURPYLAE
201,dept,DD36971
201,salary,3708
201,manager,XOVDJIMQLZM
202,oid,203
202,name,HJDRQSZXYIE
202,dept,DD64854
202,salary,1118
202,manager,LANSSRWCWFM
203,oid,204
203,name,GYYVJCBSQOE
203,dept,DD23839
203,salary,4459
203,manager,RYIUSLZCGYM
204,oid,205
204,name,DNTHVLTZGJE
204,dept,DD99110
204,salary,4098
204,manager,XOVDJIMQLZM
205,oid,206
205,name,VZDMXKDEPXE
205,dept,DD16928
205,salary,1198
205,manager,GBFIUZLYEVM
206,oid,207
206,name,WXSYOABIWJE
206,dept,DD10829
206,salary,3286
206,manager,HJVTIAFWGHM
207,oid,208
207,name,RCMZNBLALZE
207,dept,DD30421
207,salary,2297
207,manager,DJJAKFWJAAM
208,oid,209
208,name,INMPJIBZHLE
208,dept,DD64908
208,salary,3242
208,manager,QLOCETVTZAM
209,oid,210
209,name,PHKSKPXAJXE
209,dept,DD35011
209,salary,4612
209,manager,RLQLFLYPADM
210,oid,211
210,name,NAWAMTRSHFE
210,dept,DD35354
210,salary,4222
210,manager,JIPXMAOBVUM
211,oid,212
211,name,NAGAJFYOUQE
211,dept,DD84401
211,salary,3722
211,manager,KNMVCYLFZQM
212,oid,213
212,name,JOJKHJFDJHE
212,dept,DD86012
212,salary,4705
212,manager,KHOZWAUHBRM
213,oid,214
213,name,NFEWKWFDOKE
213,dept,DD72036
213,salary,1563
213,manager,PQKDQFAGVMM
214,oid,215
214,name,RSXBXLVWQJE
214,dept,DD15446
214,salary,2172
214,manager,ZITKUHEZNLM
215,oid,216
215,name,VRIXOUAPUBE
215,dept,DD16590
215,salary,1643
215,manager,OJGBFDIAYXM
216,oid,217
216,name,WWALMNTNXUE
216,dept,DD67690
216,salary,1532
216,manager,GBFIUZLYEVM
217,oid,218
217,name,JEQNXBTBACE
217,dept,DD03540
217,salary,4151
217,manager,EQOHYWLOQUM
218,oid,219
218,name,MRGSQQXTQYE
218,dept,DD87586
218,salary,3184
218,manager,JTRJFYBACOM
219,oid,220
219,name,JEQNXBTBACE
219,dept,DD03540
219,salary,2864
219,manager,EQOHYWLOQUM
220,oid,221
220,name,DTMYVYMVWNE
220,dept,DD93467
220,salary,4659
220,manager,EUOIPGLBDQM
221,oid,222
221,name,JRSYUXGPOPE
221,dept,DD60631
221,salary,4333
221,manager,WEHRPRABIZM
222,oid,223
222,name,BAUFZXSYSGE
222,dept,DD05044
222,salary,3656
222,manager,EIPHSLZBHZM
223,oid,224
223,name,AZOTCCZHXIE
223,dept,DD61939
223,salary,2328
223,manager,SYAEZLOKJUM
224,oid,225
224,name,IIUOZCFZRTE
224,dept,DD70354
224,salary,2908
224,manager,HJVTIAFWGHM
225,oid,226
225,name,OAWHTTEQALE
225,dept,DD60543
225,salary,1199
225,manager,NHPRQSZKTYM
226,oid,227
226,name,DQRBZULTAYE
226,dept,DD07244
226,salary,2437
226,manager,HWMMFBGBDUM
227,oid,228
227,name,MSLNVSXSFFE
227,dept,DD24588
227,salary,4792
227,manager,ESIPBDQRGYM
228,oid,229
228,name,MLQPLVLXZLE
228,dept,DD13074
228,salary,1131
228,manager,LTWWPTJMOEM
229,oid,230
229,name,MSLNVSXSFFE
229,dept,DD24588
229,salary,2822
229,manager,ESIPBDQRGYM
230,oid,231
230,name,BQIXXVQFQXE
230,dept,DD13134
230,salary,1483
230,manager,XYSCDSLCQMM
231,oid,232
231,name,JOXXMUFCLIE
231,dept,DD67923
231,salary,3659
231,manager,RAVCHBRLYVM
232,oid,233
232,name,GCIARXMGGLE
232,dept,DD77395
232,salary,4171
232,manager,CAFIDTXJRRM
233,oid,234
233,name,KQDISKXQHGE
233,dept,DD45355
233,salary,4649
233,manager,BCOUHNPMOZM
234,oid,235
234,name,RRPQTTBRVBE
234,dept,DD44339
234,salary,2155
234,manager,IYHLXLNAHIM
235,oid,236
235,name,IATGMAONVHE
235,dept,DD14575
235,salary,4711
235,manager,BOKNGLJBJVM
236,oid,237
236,name,QXNNICEAPEE
236,dept,DD17198
236,salary,3109
236,manager,JZIOKRMBYEM
237,oid,238
237,name,CSGUNCCACBE
237,dept,DD92627
237,salary,3848
237,manager,VWUNMQIGINM
238,oid,239
238,name,YCLLUUHTHYE
238,dept,DD27533
238,salary,2540
238,manager,ESIPBDQRGYM
239,oid,240
239,name,PYKQNPQIIZE
239,dept,DD12978
239,salary,4845
239,manager,QHEOCNZBLGM
240,oid,241
240,name,VCKWBAXVMBE
240,dept,DD76566
240,salary,1607
240,manager,TORWKWSGGNM
241,oid,242
241,name,KEJGNGSCEUE
241,dept,DD70390
241,salary,4954
241,manager,JJPCKXVUBMM
242,oid,243
242,name,FZXBWSRSXME
242,dept,DD60053
242,salary,4878
242,manager,QQWPYQNAOWM
