Jieming,Juvin,F,706,1002429,BROOKLET,GA,30415,S,Y,65500,6.0,2700,0,3000,42,False
Rangasami,Matuschka,M,207,1017868,PORTAGE,ME,4768,M,Y,37000,8.5,0,5700,2850,43,True
Anshuman,Gecseg,F,618,1000078,SHELBYVILLE,IL,62565,M,N,38000,3.0,0,4000,0,44,False
Amaryllis,Boujemaa,M,248,1000803,LANSING,MI,48937,M,Y,60000,3.9,0,6200,3100,45,False
Gustavo,Salvato,F,313,1000158,GRAND RAPIDS,MI,49503,S,N,43500,3.9,3100,0,0,46,False
Hui,Schwiegelshohn,M,808,1010241,KILAUEA,HI,96754,S,N,10500,2.9322367000000003,1040,0,0,47,False
Hanqing,Lindmark,M,307,1001724,GILLETTE,WY,82716,S,N,50500,0.0,0,0,0,48,False
Clelia,Schrooten,F,302,1013803,WILMINGTON,DE,19895,M,N,93500,5.95,0,220,0,49,False
Jue,Arafa,F,860,1000247,HIGGANUM,CT,6441,S,N,90000,5.0,12750,0,0,50,False
Lynnau,Yuzhang,M,307,1000601,CHEYENNE,WY,82001,S,Y,86000,0.0,0,0,0,51,False
Rolland,Dorkenoo,F,501,1002952,NEW EDINBURG,AR,71660,M,N,12500,3.1754513,0,40,0,52,False
Junsik,Rotolo,M,712,1001896,DES MOINES,IA,50320,M,N,33000,5.258566,0,80,0,53,False
Naohisa,Krybus,M,605,1002039,ELK POINT,SD,57025,S,N,60000,0.0,0,0,0,54,False
Shigeichi,Nadji,M,612,1000417,CROMWELL,MN,55726,M,Y,43000,6.5501065,0,6600,3300,55,False
Harpal,Kropp,M,605,1006847,FERNEY,SD,57439,M,N,42000,0.0,0,0,0,56,False
Asaf,Nadon,M,814,1001128,SABINSVILLE,PA,16943,M,Y,80500,3.07,0,0,0,57,False
Samson,Schmerl,M,801,1002038,VIRGIN,UT,84779,S,Y,12000,7.0,2475,0,2475,58,False
Sergi,Forum,F,505,1015524,ALBUQUERQUE,NM,87114,M,N,31000,5.3,0,6600,0,59,False
Seungjin,Jiang,M,765,1002170,INDIANAPOLIS,IN,46285,M,Y,71500,3.4,0,2000,1000,60,False
Yanchun,Iisaka,F,202,1009991,WASHINGTON,DC,20510,S,Y,31500,9.0,1370,0,1370,61,False
Juhnyong,Biryukow,F,601,1003240,HERMANVILLE,MS,39086,S,Y,78000,5.0,6000,0,1500,62,False
Zevi,Prodrodmidis,F,308,1007620,OMAHA,NE,68154,M,N,40500,6.84,0,206,0,63,False
Dongmo,Schoenig,M,406,1001347,OUTLOOK,MT,59252,S,Y,68000,6.9,1900,0,1900,64,False
Grace,Westby,M,201,1000950,PATERSON,NJ,7510,M,Y,94500,2.574927,0,2000,1500,65,False
Abdelwaheb,Mikelsons,F,864,1000364,POMARIA,SC,29126,S,N,93000,7.0,3300,0,0,66,False
Dines,Oelmann,M,915,1000131,DALLAS,TX,75381,M,N,7500,0.0,0,0,0,67,False
Hauke,Landherr,M,601,1002846,WASHINGTON,MS,39190,M,N,83000,5.0,0,12000,0,68,False
Joper,Erez,F,636,1002730,KANSAS CITY,MO,64137,S,N,39000,6.0,2100,0,0,69,False
Fermin,Sudarsky,M,270,1001620,LOUISVILLE,KY,40203,M,Y,95000,6.0,0,40,20,70,False
Darice,Tiberghien,M,203,1002811,WATERTOWN,CT,6795,M,N,93000,5.0,0,24500,0,71,False
Ardaman,Arbia,M,401,1000256,CRANSTON,RI,2921,M,N,7000,0.0,0,0,0,72,False
Marzena,Mitusi,F,401,1008984,CAROLINA,RI,2812,S,Y,1500,0.0,0,0,0,73,False
Niteen,Bies,M,303,1004496,LITTLETON,CO,80129,S,N,91500,4.63,0,0,0,74,False
Jindong,Naccache,M,302,1003113,FELTON,DE,19943,S,N,36000,4.3136363,110,0,0,75,False
LiWu,Doi,M,715,1000944,MILWAUKEE,WI,53274,S,N,22000,4.828656700000001,700,0,0,76,False
Domiczi,Bradac,M,605,1006342,SIOUX FALLS,SD,57106,S,Y,45000,0.0,0,0,0,77,False
Edda,Wrobel,F,801,1009052,NORTH SALT LAKE,UT,84054,M,N,34000,7.0,0,4950,0,78,False
Judit,Malzbender,F,413,1000213,BOSTON,MA,2196,M,N,53000,5.3,0,7150,0,79,False
Kjartan,Aamodt,F,401,1003326,PROVIDENCE,RI,2918,M,N,71500,0.0,0,0,0,80,False
Noordin,Yasunaga,M,302,1009198,NEWARK,DE,19725,S,Y,81000,5.95,110,0,110,81,False
Tiejun,Moliner,F,636,1002191,BELLEVIEW,MO,63623,S,Y,54000,6.0,2100,0,1200,82,False
Fakher,Megson,F,251,1000549,PHENIX CITY,AL,36870,S,N,88500,5.0,1500,0,0,83,False
Guido,Csaba,M,205,1000641,MOBILE,AL,36611,S,N,38000,5.0,1500,0,0,84,False
Asha,Coluccini,M,434,1002336,BOYDTON,VA,23917,S,N,83000,5.75,900,0,0,85,False
Lofti,Collberg,F,701,1007367,COOPERSTOWN,ND,58425,M,Y,16500,2.1,0,6600,3300,86,False
Andy,Paijmans,F,704,1000418,LINWOOD,NC,27299,S,Y,48500,6.75,3300,0,3300,87,False
Bosheng,Weerasinghe,F,256,1004356,MARION JUNCTION,AL,36759,S,N,85000,5.0,1500,0,0,88,False
Tiina,Pigeot,M,228,1000007,STENNIS SPACE CENTER,MS,39529,M,N,59000,5.0,0,12000,0,89,True
Andra,Dachille,F,787,1005288,AGUADA,PR,602,M,N,28500,0.0,0,0,0,90,False
Adrianos,Lagarias,F,573,1002475,KANSAS CITY,MO,64195,M,Y,16500,6.0,0,4200,1200,91,False
Gail,Faulstich,M,203,1006610,MANSFIELD CENTER,CT,6250,M,Y,82500,5.0,0,24500,0,92,False
Faouzi,Poswig,F,907,1007397,PELICAN,AK,99832,M,N,60000,0.0,0,0,0,93,False
Shahadat,Darrell,M,864,1001405,CLIO,SC,29525,S,N,88500,7.0,3300,0,0,94,False
Adrianus,Decaestecker,M,404,1001230,BUCHANAN,GA,30113,M,N,41500,6.0,0,5400,0,95,False
Terumasa,Martelli,M,304,1007639,ROCK CAVE,WV,26234,M,Y,75500,6.5,0,4000,2000,96,False
Weicheng,Lotkin,M,419,1000430,PERRYSBURG,OH,43551,M,Y,43000,1.9734051,0,2600,1300,97,False
Izabela,Hruby,F,563,1001744,DANBURY,IA,51019,M,Y,8500,1.4763067,0,80,40,98,False
Shamkant,Gnutzmann,M,567,1001808,NEWARK,OH,43058,S,Y,23500,1.3261051,1300,0,1300,99,False
Osman,Nudd,F,803,1004060,COLUMBIA,SC,29227,M,N,15000,7.0,0,6600,0,100,False
Neal,Estrin,F,207,1008611,CAMDEN,ME,4843,M,Y,71000,8.5,0,5700,2850,101,False
Mirja,Kohling,M,601,1003530,GULFPORT,MS,39505,M,N,58000,5.0,0,12000,0,102,False
Graydon,Dahr,F,406,1006512,BOYD,MT,59013,M,N,53500,6.9,0,3800,0,103,False
Megan,Godliman,M,248,1000591,PORT HOPE,MI,48468,S,N,71500,3.9,3100,0,0,104,False
Sreenivas,Bickford,F,505,1006425,BOSQUE FARMS,NM,87068,S,N,67500,5.3,3300,0,0,105,False
Hyuckchul,Ghahramani,F,601,1002084,CASCILLA,MS,38920,S,Y,81000,5.0,6000,0,1500,106,False
Yoko,Lavoie,M,256,1003676,TALLADEGA,AL,35161,M,N,80500,5.0,0,3000,0,107,False
Alvis,Schlimbach,M,302,1019123,WILMINGTON,DE,19803,M,N,57500,5.7795453000000006,0,220,0,108,False
Masum,Collaud,F,541,1002467,BATES,OR,97817,M,Y,79000,9.0,0,318,159,109,False
Pia,Eustace,M,731,1000658,NASHVILLE,TN,37237,S,Y,11000,0.0,0,0,0,110,False
Gritta,Merhav,F,202,1015074,WASHINGTON,DC,20447,S,Y,70500,9.0,1370,0,1370,111,False
Prabandham,Lampert,M,928,1000684,WILLOW BEACH,AZ,86445,S,N,80000,3.955,2100,0,0,112,False
Xuguang,Servieres,F,605,1007069,ONAKA,SD,57466,S,Y,49500,0.0,0,0,0,113,False
Tokuji,Guil,F,773,1000525,JACKSONVILLE,IL,62650,S,N,79500,3.0,2000,0,0,114,False
Sowmitri,Muldowney,M,229,1000460,ALBANY,GA,31708,M,N,81000,6.0,0,5400,0,115,False
Emmett,Alpay,F,773,1001622,BONFIELD,IL,60913,M,Y,49000,3.0,0,4000,2000,116,False
Ahuva,Veillon,M,701,1004392,SAWYER,ND,58781,M,Y,46000,2.2889535,0,6600,3300,117,False
Iyad,Noel,F,307,1009668,DEAVER,WY,82421,M,N,86500,0.0,0,0,0,118,False
Yulin,Kang,M,775,1005021,LAS VEGAS,NV,89149,M,Y,5000,0.0,0,0,0,119,False
Les,Kubierschky,M,262,1003077,SINSINAWA,WI,53824,S,Y,75500,5.758227,700,0,400,120,False
Yojiro,Oizhong,M,702,1003108,LAS VEGAS,NV,89146,S,Y,96500,0.0,0,0,0,121,False
Dawn,Tsiknakis,F,701,1013560,HUNTER,ND,58048,M,Y,26000,2.1,0,6600,3300,122,False
Maurice,Balasubrahmanyam,F,878,1000010,ALVERDA,PA,15710,S,N,64500,3.07,0,0,0,123,False
Loyce,Ambriola,M,270,1000455,PELLVILLE,KY,42364,S,N,97500,6.0,20,0,0,124,False
Spiro,Morrell,M,310,1000415,BIG BAR,CA,96010,M,Y,7500,1.2788072,0,174,272,125,False
Rudie,Milicic,M,410,1003675,SAINT MARYS CITY,MD,20686,M,Y,64000,4.75,0,4800,2400,126,False
Ishwar,Duclos,M,765,1000582,EVANSVILLE,IN,47701,S,N,23000,3.4,1000,0,0,127,False
Erik,Rabi,F,702,1001713,LAS VEGAS,NV,89107,S,Y,80500,0.0,0,0,0,128,False
Sushila,Burnell,F,805,1000336,SAN JOSE,CA,95133,S,N,34500,7.652889999999999,87,0,0,129,False
Anestis,Sobolewski,M,718,1000695,TROUT CREEK,NY,13847,S,Y,43500,4.2056403,0,0,1000,130,False
Hannah,Davy,M,816,1000176,SAINT CLAIR,MO,63077,M,Y,71500,6.0,0,4200,1200,131,False
Alfred,Il'in,M,301,1000196,BETHESDA,MD,20810,S,N,4000,4.75,2400,0,0,132,False
Tianji,Ratnaker,M,941,1000754,LAUREL,FL,34272,S,N,36000,0.0,0,0,0,133,False
Sallie,Okasaki,F,551,1001145,HAMMONTON,NJ,8037,M,Y,68000,2.157,0,2000,1500,134,False
Garimella,Takkinen,M,580,1001862,WATONGA,OK,73772,M,Y,80000,6.25,0,2000,1000,135,False
Geraint,Lorincz,F,302,1012016,MILTON,DE,19968,S,N,31500,4.006818,110,0,0,136,False
Frankie,Scheer,F,787,1001656,RINCON,PR,677,S,Y,79500,0.0,0,0,0,137,False
Sonal,McCallum,M,302,1006952,WILMINGTON,DE,19897,M,Y,16000,2.95,0,220,110,138,False
Ivan,Rive,M,304,1016011,PEYTONA,WV,25154,S,N,55500,6.1850004,2000,0,0,139,False
Rakesh,D'Hondt,M,618,1000741,RIVERDALE,IL,60827,S,Y,70000,3.0,2000,0,2000,140,False
Aurel,Kogan,F,740,1001121,YOUNGSTOWN,OH,44509,M,Y,3500,0.7120000000000001,0,2600,1300,141,False
Bui,Hallissey,F,540,1002332,LEESBURG,VA,20177,S,Y,74000,5.75,900,0,900,142,False
Aantony,Arcos,M,419,1000702,HAMILTON,OH,45026,M,Y,80500,3.218213,0,2600,1300,143,False
Tua,Kranakis,M,770,1002697,MORGAN,GA,39866,S,Y,20500,6.0,2700,0,3000,144,False
Weicong,Wasano,F,715,1003771,KING,WI,54946,S,N,74000,5.7321644,700,0,0,145,False
Gunes,Poswig,M,423,1001996,BIG SANDY,TN,38221,M,Y,7000,0.0,0,0,0,146,False
Catriel,Mirandola,F,352,1000722,BOCA RATON,FL,33488,M,N,58000,0.0,0,0,0,147,False
Ostap,Dedood,F,404,1000854,MACON,GA,31295,S,N,45000,6.0,2700,0,0,148,False
Arkady,Beyers,F,303,1004684,MOFFAT,CO,81143,S,Y,36000,4.63,0,0,0,149,False
Nihar,Kroll,F,304,1001054,SAND FORK,WV,26430,M,Y,60000,6.5,0,4000,2000,150,False
Munehiro,Hasida,M,307,1005590,SHELL,WY,82441,S,N,27500,0.0,0,0,0,151,False
Meera,Cecil,M,952,1000489,GARFIELD,MN,56332,S,Y,11500,5.35,3300,0,3300,152,False
Frankie,Golgstein,F,620,1001942,PERU,KS,67360,M,Y,68500,6.45,0,4500,2250,153,False
Inien,Dorkenoo,M,989,1000470,GRAND RAPIDS,MI,49546,S,Y,54500,3.9,3100,0,3100,154,False
Kablan,Uesaka,M,701,1007726,GRASSY BUTTE,ND,58634,M,N,43000,2.2541769,0,6600,0,155,False
Murali,Solworth,F,307,1011231,NEWCASTLE,WY,82701,S,Y,5000,0.0,0,0,0,156,False
Estanislao,Yglesias,F,317,1002659,SPENCER,IN,47460,S,N,44500,3.4,1000,0,0,157,False
Duke,Lampe,F,434,1001001,ARRINGTON,VA,22922,S,N,23000,5.75,900,0,0,158,False
Annegret,Jelonek,M,714,1000238,LOS ANGELES,CA,90075,S,Y,6500,1.04273,87,0,272,159,False
Chris,Joeris,F,417,1000982,BARNHART,MO,63012,M,N,61000,6.0,0,4200,0,160,False
Johnathon,Yurov,F,815,1000793,SERENA,IL,60549,M,N,31000,3.0,0,4000,0,161,False
Peing,Capalbo,F,787,1005471,CAROLINA,PR,983,M,Y,60500,0.0,0,0,0,162,False
Suphachai,Seyfer,M,574,1000703,PERU,IN,46970,S,Y,47000,3.4,1000,0,1000,163,False
Jinkun,Coron,M,701,1015002,DODGE,ND,58625,S,N,42500,2.2483807,3300,0,0,164,False
Ayman,Alberdi,M,702,1000284,COYOTE SPRINGS,NV,89067,S,N,72000,0.0,0,0,0,165,False
Luca,Pfefferer,F,406,1011061,WORDEN,MT,59088,M,Y,54000,6.9,0,3800,1900,166,False
Hardeep,Boese,F,802,1014490,SAINT ALBANS,VT,5478,S,Y,63000,4.2585397,3300,0,3300,167,False
Uta,Stoller,F,865,1001100,MEMPHIS,TN,38108,M,Y,87500,0.0,0,0,0,168,False
Dipen,Kermode,M,605,1017808,ETHAN,SD,57334,S,N,94500,0.0,0,0,0,169,False
Remco,Dillon,M,641,1002200,WOODBINE,IA,51579,S,Y,17500,2.8657079,40,0,40,170,False
Junxian,Messing,M,302,1006556,HOUSTON,DE,19954,M,Y,71000,5.95,0,220,110,171,False
Ghasem,Hojati,M,207,1010335,RANDOLPH,ME,4346,S,N,89500,8.5,2850,0,0,172,False
Vinot,Boguraev,M,787,1008752,PALMER,PR,721,M,Y,50500,0.0,0,0,0,173,False
Dipankar,Vefsnmo,M,567,1001023,UNION CITY,OH,45390,S,Y,96000,3.7327332,1300,0,1300,174,False
Iraj,Banning,F,334,1001563,WARD,AL,36922,S,Y,14500,5.0,1500,0,300,175,False
Silvano,Reblewski,F,304,1009310,CORINNE,WV,25826,S,Y,15000,3.35,2000,0,2000,176,False
Terence,Morrison,F,603,1002957,ANDOVER,NH,3216,M,N,98000,0.0,0,0,0,177,False
Florimond,Yapp,M,913,1004569,LINWOOD,KS,66052,M,N,46500,6.45,0,4500,0,178,False
Ivailo,Haraldsson,M,971,1005697,GRANTS PASS,OR,97526,M,Y,49000,9.0,0,318,159,179,False
Dana,Sweldens,F,978,1001328,FALL RIVER,MA,2723,S,Y,84000,5.3,3575,0,1000,180,False
Takaaki,Khachiyan,F,775,1001603,SPARKS,NV,89436,S,N,2500,0.0,0,0,0,181,False
Prathima,Hermanns,F,228,1002842,ARKABUTLA,MS,38602,M,N,83500,5.0,0,12000,0,182,False
Shlomi,Rest,F,701,1000519,COLFAX,ND,58018,S,N,58000,2.4280605,3300,0,0,183,False
Sape,Quinqueton,F,724,1001005,BROCKPORT,PA,15823,M,Y,32000,3.07,0,0,0,184,False
Xunwei,Clegg,M,240,1003035,FORT WASHINGTON,MD,20744,S,N,83500,4.75,2400,0,0,185,False
Phill,Kahabka,M,661,1000529,BANGOR,CA,95914,M,N,47500,9.3,0,174,0,186,False
Shyamsundar,Romijn,F,907,1018096,KODIAK,AK,99619,S,Y,91000,0.0,0,0,0,187,False
Marlo,Lipponen,M,651,1001060,TRAIL,MN,56684,M,N,43000,6.5501065,0,6600,0,188,False
Kinya,Isles,F,401,1000437,WARREN,RI,2885,S,N,52500,0.0,0,0,0,189,False
Zanoni,Rill,M,856,1001200,COLOGNE,NJ,8213,S,N,20000,1.4,1000,0,0,190,False
Arcot,Kamiya,F,402,1008383,SCRIBNER,NE,68057,S,Y,17500,5.24166,103,0,103,191,False
Frazer,Lakshmipathy,F,606,1003188,LEXINGTON,KY,40502,S,N,3500,2.0277777,20,0,0,192,False
Shuhua,Chappelet,F,701,1003539,DOUGLAS,ND,58735,S,Y,25000,2.1,3300,0,3300,193,False
Andrei,Truscott,M,505,1003112,ROSWELL,NM,88203,M,N,45000,5.3,0,6600,0,194,False
Matthhew,Smeets,M,402,1005030,WHITNEY,NE,69367,M,N,27500,6.84,0,206,0,195,False
Rozalia,Dangedej,M,401,1004234,PEACE DALE,RI,2883,S,Y,79000,0.0,0,0,0,196,False
Philips,Tarr,F,701,1002401,GLASSTON,ND,58236,M,N,30000,2.1034775000000003,0,6600,0,197,False
Hideya,Manders,M,808,1016945,MAKAWELI,HI,96769,S,N,7500,2.3914473,1040,0,0,198,False
Cameron,Dubhashi,F,757,1000178,UNION HALL,VA,24176,M,Y,86500,5.75,0,1800,900,199,False
Peiyti,Bruchert,M,631,1001041,COPENHAGEN,NY,13626,S,Y,62500,4.315701,0,0,1000,200,False
Daphna,Kruiskamp,M,571,1000896,CLIFFORD,VA,24533,S,N,36000,5.75,900,0,0,201,False
Takuya,Mistelberger,F,267,1001010,NEWTOWN SQUARE,PA,19073,S,N,52500,3.07,0,0,0,202,False
Elof,Rohfleisch,F,701,1001009,KINDRED,ND,58051,M,N,88500,2.7816240000000003,0,6600,0,203,False
Yunmook,Diligenti,M,808,1017305,WAILUKU,HI,96793,M,Y,57000,8.25,0,2080,1040,204,False
Gwangyong,Pews,F,479,1002729,LITTLE ROCK,AR,72216,S,Y,42500,7.0,20,0,20,205,False
Shaoyi,Berendt,M,216,1000888,NEW RUMLEY,OH,43984,M,N,36500,1.7576386000000002,0,2600,0,206,False
Maytham,Rago,M,309,1001251,GREAT LAKES,IL,60088,M,N,2000,3.0,0,4000,0,207,True
Shinya,Malhis,F,920,1002187,ALMA CENTER,WI,54611,S,Y,53500,5.3759737,700,0,400,208,False
Basuki,Carstensen,M,763,1001290,PERHAM,MN,56573,M,Y,65000,7.724066,0,6600,3300,209,False
Nayeem,Alfaro,M,501,1001679,WEINER,AR,72479,S,Y,96500,7.0,20,0,20,210,False
Yanjie,Poigne,F,802,1008420,WELLS RIVER,VT,5081,M,Y,9000,3.6,0,6600,3300,211,False
Hannelore,Dydek,M,425,1000471,SEATTLE,WA,98101,S,N,72500,0.0,0,0,0,212,False
Brigitte,Back,F,207,1006878,FRYEBURG,ME,4037,S,Y,30500,8.5,2850,0,2850,213,False
Wassili,Kulisch,M,302,1016985,HARBESON,DE,19951,M,N,25500,3.5977273000000003,0,220,0,214,False
Geert,Potorti,M,585,1000823,SPRINGWATER,NY,14560,M,N,89500,4.4721036,0,0,0,215,False
Xiufeng,Winograd,F,304,1007054,BOB WHITE,WV,25028,M,Y,6500,3.0,0,4000,2000,216,False
Irit,Fabrizio,F,270,1001740,SAINT CATHARINE,KY,40061,S,N,62000,5.277777700000001,20,0,0,217,False
Nga,Baudin,F,602,1002579,SUN VALLEY,AZ,86029,M,Y,24000,3.087,0,4200,2300,218,False
Chamond,Leffler,M,803,1004247,LANGLEY,SC,29834,S,N,89000,7.0,3300,0,0,219,False
Shelli,Rubey,M,608,1000977,CEDAR GROVE,WI,53013,S,N,20000,4.7939067,700,0,0,220,False
Otmane,Dangedej,F,360,1003135,MARCUS,WA,99151,M,N,80500,0.0,0,0,0,221,False
Shun'ichi,Dantas,M,719,1001070,SEDGWICK,CO,80749,M,Y,88000,4.63,0,0,0,222,False
Donatella,Waksman,F,787,1002578,GUAYNABO,PR,969,S,N,97500,0.0,0,0,0,223,False
Syam,Croitoru,M,434,1001256,SAXIS,VA,23427,S,Y,45000,5.75,900,0,900,224,True
Kaushal,Limaye,M,406,1011741,FOREST GROVE,MT,59441,M,Y,33000,6.9,0,3800,1900,225,False
Daisy,Wigg,F,401,1018928,PASCOAG,RI,2859,M,N,15000,0.0,0,0,0,226,False
Rusell,Colbourn,M,312,1001025,MARYVILLE,IL,62062,S,N,54000,3.0,2000,0,0,227,False
Tetsuji,Beerel,F,256,1004520,CROPWELL,AL,35054,M,Y,64500,5.0,0,3000,300,228,False
Vamsee,Forchert,M,703,1000208,ARLINGTON,VA,22204,S,Y,50500,5.75,900,0,900,229,False
Hungse,Dairaine,M,302,1014195,YORKLYN,DE,19736,M,N,14500,2.8477273,0,220,0,230,False
Koushi,Parson,F,202,1019132,WASHINGTON,DC,20340,M,Y,14500,5.5125,0,2740,1370,231,False
Boo,Pemberton,M,907,1007890,HEALY,AK,99743,M,Y,88000,0.0,0,0,0,232,False
Grace,Serot,M,956,1000517,VALENTINE,TX,79854,S,Y,30000,0.0,0,0,0,233,False
Tingting,Zizka,M,401,1009818,PROVIDENCE,RI,2902,S,N,35500,0.0,0,0,0,234,False
Demos,Christianson,M,301,1002266,BALTIMORE,MD,21223,S,N,74000,4.75,2400,0,0,235,False
Roderic,Stanfel,F,720,1003799,ARVADA,CO,80004,M,Y,1500,4.63,0,0,0,236,False
Boon,Amerins,F,815,1000149,EARLVILLE,IL,60518,S,N,42000,3.0,2000,0,0,237,False
Olavi,McKinley,F,208,1017417,NEW PLYMOUTH,ID,83655,S,N,44500,7.8,3300,0,0,238,False
Gaby,Dosser,F,207,1001948,BASS HARBOR,ME,4653,S,N,13000,6.0091243,2850,0,0,239,False
Atanas,Cavedoni,F,202,1003943,WASHINGTON,DC,20001,M,Y,18500,6.4125,0,2740,1370,240,False
Cung,Portinale,M,262,1000234,CURTISS,WI,54422,M,N,85000,5.9232907,0,1400,0,241,False
Zohar,Battaglia,M,541,1000979,PORTLAND,OR,97208,S,N,92500,9.0,159,0,0,242,False
Garret,Levergood,F,787,1006250,HORMIGUEROS,PR,660,S,N,3500,0.0,0,0,0,243,False
Hatem,Schroeppel,F,412,1000186,MOUNT JOY,PA,17552,M,Y,44500,3.07,0,0,0,244,False
Hiroko,Varpaaniemi,F,702,1002492,LAS VEGAS,NV,89122,M,Y,26500,0.0,0,0,0,245,False
Ernst,Salice,F,256,1002633,CHATOM,AL,36518,M,N,51500,5.0,0,3000,0,246,False
Douadi,Turkedjiev,M,939,1005456,CAGUAS,PR,725,S,Y,69000,0.0,0,0,0,247,False
Cord,Driggers,M,208,1012179,HOLBROOK,ID,83243,M,N,49500,7.8,0,6600,0,248,False
Volkmar,Yabe,F,860,1004766,SIMSBURY,CT,6070,S,N,32500,5.0,12750,0,0,249,False
Zhichen,Rienhoff,M,434,1001583,WINCHESTER,VA,22601,M,Y,4000,2.267857,0,1800,900,250,False
Yasuma,Seidmann,F,402,1000633,AXTELL,NE,68924,S,N,79500,6.84,103,0,0,251,False
